geography,geography_type,quarter,year,quarter_number,quarter_index,delinquency_rate_pct
Québec,province,2015Q1,2015,1,8061,0.42
Québec,province,2015Q2,2015,2,8062,0.41
Québec,province,2015Q3,2015,3,8063,0.41
Québec,province,2015Q4,2015,4,8064,0.42
Québec,province,2016Q1,2016,1,8065,0.44
Québec,province,2016Q2,2016,2,8066,0.43
Québec,province,2016Q3,2016,3,8067,0.42
Québec,province,2016Q4,2016,4,8068,0.4
Québec,province,2017Q1,2017,1,8069,0.41
Québec,province,2017Q2,2017,2,8070,0.4
Québec,province,2017Q3,2017,3,8071,0.37
Québec,province,2017Q4,2017,4,8072,0.34
Québec,province,2018Q1,2018,1,8073,0.34
Québec,province,2018Q2,2018,2,8074,0.35
Québec,province,2018Q3,2018,3,8075,0.35
Québec,province,2018Q4,2018,4,8076,0.38
Québec,province,2019Q1,2019,1,8077,0.38
Québec,province,2019Q2,2019,2,8078,0.36
Québec,province,2019Q3,2019,3,8079,0.36
Québec,province,2019Q4,2019,4,8080,0.36
Québec,province,2020Q1,2020,1,8081,0.35
Québec,province,2020Q2,2020,2,8082,0.34
Québec,province,2020Q3,2020,3,8083,0.35
Québec,province,2020Q4,2020,4,8084,0.3
Québec,province,2021Q1,2021,1,8085,0.28
Québec,province,2021Q2,2021,2,8086,0.24
Québec,province,2021Q3,2021,3,8087,0.22
Québec,province,2021Q4,2021,4,8088,0.2
Québec,province,2022Q1,2022,1,8089,0.18
Québec,province,2022Q2,2022,2,8090,0.15
Québec,province,2022Q3,2022,3,8091,0.13
Québec,province,2022Q4,2022,4,8092,0.12
Québec,province,2023Q1,2023,1,8093,0.13
Québec,province,2023Q2,2023,2,8094,0.13
Québec,province,2023Q3,2023,3,8095,0.13
Québec,province,2023Q4,2023,4,8096,0.15
Québec,province,2024Q1,2024,1,8097,0.17
Québec,province,2024Q2,2024,2,8098,0.17
Québec,province,2024Q3,2024,3,8099,0.17
Québec,province,2024Q4,2024,4,8100,0.18
Québec,province,2025Q1,2025,1,8101,0.19
Québec,province,2025Q2,2025,2,8102,0.18
Québec,province,2025Q3,2025,3,8103,0.17
Québec,province,2025Q4,2025,4,8104,0.18
Saskatchewan,province,2012Q3,2012,3,8051,0.37
Saskatchewan,province,2012Q4,2012,4,8052,0.37
Saskatchewan,province,2013Q1,2013,1,8053,0.36
Saskatchewan,province,2013Q2,2013,2,8054,0.34
Saskatchewan,province,2013Q3,2013,3,8055,0.3
Saskatchewan,province,2013Q4,2013,4,8056,0.32
Saskatchewan,province,2014Q1,2014,1,8057,0.35
Saskatchewan,province,2014Q2,2014,2,8058,0.31
Saskatchewan,province,2014Q3,2014,3,8059,0.32
Saskatchewan,province,2014Q4,2014,4,8060,0.36
Saskatchewan,province,2015Q1,2015,1,8061,0.41
Saskatchewan,province,2015Q2,2015,2,8062,0.43
Saskatchewan,province,2015Q3,2015,3,8063,0.45
Saskatchewan,province,2015Q4,2015,4,8064,0.49
Saskatchewan,province,2016Q1,2016,1,8065,0.54
Saskatchewan,province,2016Q2,2016,2,8066,0.57
Saskatchewan,province,2016Q3,2016,3,8067,0.61
Saskatchewan,province,2016Q4,2016,4,8068,0.62
Saskatchewan,province,2017Q1,2017,1,8069,0.62
Saskatchewan,province,2017Q2,2017,2,8070,0.66
Saskatchewan,province,2017Q3,2017,3,8071,0.65
Saskatchewan,province,2017Q4,2017,4,8072,0.66
Saskatchewan,province,2018Q1,2018,1,8073,0.66
Saskatchewan,province,2018Q2,2018,2,8074,0.67
Saskatchewan,province,2018Q3,2018,3,8075,0.7
Saskatchewan,province,2018Q4,2018,4,8076,0.72
Saskatchewan,province,2019Q1,2019,1,8077,0.73
Saskatchewan,province,2019Q2,2019,2,8078,0.74
Saskatchewan,province,2019Q3,2019,3,8079,0.72
Saskatchewan,province,2019Q4,2019,4,8080,0.72
Saskatchewan,province,2020Q1,2020,1,8081,0.74
Saskatchewan,province,2020Q2,2020,2,8082,0.75
Saskatchewan,province,2020Q3,2020,3,8083,0.72
Saskatchewan,province,2020Q4,2020,4,8084,0.63
Saskatchewan,province,2021Q1,2021,1,8085,0.63
Saskatchewan,province,2021Q2,2021,2,8086,0.57
Saskatchewan,province,2021Q3,2021,3,8087,0.52
Saskatchewan,province,2021Q4,2021,4,8088,0.5
Saskatchewan,province,2022Q1,2022,1,8089,0.51
Saskatchewan,province,2022Q2,2022,2,8090,0.5
Saskatchewan,province,2022Q3,2022,3,8091,0.52
Saskatchewan,province,2022Q4,2022,4,8092,0.51
Saskatchewan,province,2023Q1,2023,1,8093,0.51
Saskatchewan,province,2023Q2,2023,2,8094,0.46
Saskatchewan,province,2023Q3,2023,3,8095,0.44
Saskatchewan,province,2023Q4,2023,4,8096,0.46
Saskatchewan,province,2024Q1,2024,1,8097,0.49
Saskatchewan,province,2024Q2,2024,2,8098,0.46
Saskatchewan,province,2024Q3,2024,3,8099,0.44
Saskatchewan,province,2024Q4,2024,4,8100,0.44
Saskatchewan,province,2025Q1,2025,1,8101,0.44
Saskatchewan,province,2025Q2,2025,2,8102,0.41
Saskatchewan,province,2025Q3,2025,3,8103,0.4
Saskatchewan,province,2025Q4,2025,4,8104,0.41
